"spp1","spp2","spp3","spp4","spp5","spp6","spp7","spp8","spp9","spp10","spp11","spp12","spp13","spp14","spp15","spp16","spp17","spp18","spp19","spp20","spp21","spp22","spp23","spp24","spp25","spp26","spp27","spp28","spp29","spp30"
2,3,2,7,7,17,28,26,32,44,50,63,72,79,89,80,72,65,54,57,39,30,24,18,13,11,2,2,0,2
2,2,4,8,12,21,27,23,36,47,54,65,75,77,69,68,64,66,55,59,51,29,28,19,17,7,3,6,5,0
0,1,0,3,6,16,18,31,32,44,53,55,75,67,72,75,75,72,61,52,41,32,24,30,13,16,12,9,4,3
0,1,3,3,9,6,18,25,32,33,44,43,68,67,56,70,78,59,69,64,55,51,40,27,21,24,14,8,8,7
0,1,3,1,8,4,10,18,21,26,34,42,50,57,58,68,75,73,70,76,61,54,55,48,25,26,17,17,12,7
1,1,1,3,2,6,11,14,20,27,32,36,42,52,60,62,76,74,76,76,63,64,54,40,33,25,23,15,12,9
0,2,1,1,3,2,9,7,7,14,28,21,44,40,55,64,72,80,78,83,70,67,54,50,53,20,22,23,7,9
0,0,0,2,5,4,2,7,7,14,22,17,32,57,54,66,73,76,82,69,72,71,68,60,49,30,24,27,11,5
1,1,0,1,3,6,3,10,8,14,27,29,29,44,56,57,68,72,86,87,76,69,60,49,41,42,25,23,15,7
0,0,0,2,4,3,4,11,11,16,22,27,34,48,54,50,70,71,65,81,76,70,70,48,45,40,25,21,18,14
0,0,1,0,0,1,6,5,12,7,18,32,29,42,50,64,71,75,83,77,72,73,62,41,47,29,32,24,10,5
0,0,0,0,2,4,6,4,5,7,16,21,27,47,53,62,63,73,77,79,70,76,71,53,50,34,36,19,11,8
0,1,0,0,3,4,4,6,4,12,13,26,28,43,51,62,59,75,71,78,78,75,73,53,48,38,32,17,12,9
0,0,0,3,2,4,8,7,12,9,17,19,35,36,56,59,60,69,81,72,75,73,66,54,45,39,21,18,9,11
0,0,2,0,4,5,4,2,12,14,20,26,33,42,54,64,62,74,80,83,71,74,66,58,38,31,22,18,12,8
0,1,0,2,2,5,9,5,11,17,26,28,39,48,55,63,65,75,75,76,63,67,56,55,49,33,20,24,13,8
0,2,0,4,5,4,4,9,15,14,27,32,45,57,62,54,68,67,76,72,66,64,50,45,40,37,22,26,9,13
2,2,4,2,8,6,13,18,24,22,36,50,35,42,56,65,70,68,70,68,58,56,48,33,25,30,12,10,7,7
1,3,5,6,5,9,21,19,22,36,47,52,57,59,70,66,75,77,63,62,50,43,41,29,21,13,14,10,8,8
0,3,7,7,5,13,21,22,30,43,45,57,64,64,71,68,74,61,57,57,50,37,29,26,19,11,9,9,2,1
3,4,4,2,6,20,22,30,38,49,48,70,63,80,71,79,75,66,67,62,48,26,20,24,21,12,7,3,0,0
2,3,5,7,9,11,16,30,44,49,59,64,81,86,80,77,75,66,57,54,36,28,27,20,15,6,3,4,2,2
4,3,6,8,18,16,33,31,38,49,54,65,70,77,85,80,72,68,59,56,35,31,20,16,15,7,4,8,2,1
2,4,6,9,13,15,24,37,47,54,55,70,73,78,78,72,79,61,52,47,44,26,25,16,14,6,1,3,1,1
3,6,9,10,25,24,32,35,53,52,59,64,74,78,78,71,65,65,44,41,31,27,22,13,11,6,4,0,0,0
6,15,27,24,30,38,43,49,56,62,65,74,71,66,67,59,44,41,34,27,28,14,15,16,3,6,2,2,1,1
12,23,28,37,48,53,60,64,77,71,71,66,71,62,54,49,38,29,24,17,9,11,6,5,5,1,4,0,0,0
16,24,24,41,41,49,70,65,82,80,88,73,64,72,58,40,27,29,24,18,8,6,4,0,3,0,0,0,0,0
14,28,26,48,57,54,56,69,80,85,76,76,69,52,51,37,21,22,20,10,11,8,2,1,2,0,0,0,0,0
21,21,29,40,49,61,64,75,80,79,79,74,70,53,45,43,30,20,18,8,10,5,1,1,2,0,1,0,0,1
15,18,28,46,48,51,65,71,78,76,75,74,64,64,47,42,29,26,17,10,7,7,6,2,1,1,0,0,0,0
15,24,26,36,39,53,68,71,76,85,81,75,67,65,46,47,27,32,19,11,9,5,4,2,1,0,0,0,0,0
17,21,25,44,41,56,66,66,82,73,78,80,64,61,49,40,30,23,18,16,3,5,1,2,0,0,0,0,0,0
13,20,31,42,40,62,63,81,76,78,82,77,67,55,49,36,27,24,17,13,9,3,6,4,2,0,0,0,0,0
10,27,28,31,49,52,71,81,78,78,77,73,65,62,56,33,27,25,12,15,8,4,3,2,2,1,0,0,0,0
8,21,30,26,50,62,67,75,74,80,75,71,61,66,50,42,33,20,11,13,2,0,4,2,0,0,0,0,0,0
19,19,32,36,44,65,62,71,76,81,77,72,67,60,48,43,34,24,16,19,7,5,2,4,1,0,1,0,0,0
17,24,32,37,49,57,71,67,80,84,74,80,66,58,56,40,35,26,15,18,9,6,2,3,1,0,0,0,0,0
13,22,30,35,45,45,67,66,78,74,76,77,68,60,54,34,32,18,16,5,7,4,5,2,1,1,0,0,0,0
15,17,40,40,51,58,60,70,73,78,80,81,67,58,49,37,30,23,18,17,11,4,3,4,1,2,0,0,0,0
11,23,22,37,46,55,60,79,78,79,83,71,69,58,44,41,38,21,21,12,9,6,5,2,2,1,0,1,0,1
14,19,29,32,37,53,62,73,73,75,83,71,57,61,49,31,30,19,12,12,13,3,4,1,0,0,0,0,0,0
18,20,28,37,46,65,62,68,76,82,76,65,64,58,51,36,33,15,12,20,11,7,1,2,2,1,0,0,0,0
19,25,22,39,54,57,68,78,70,78,81,69,60,62,54,36,28,23,19,11,7,5,2,5,1,1,1,0,0,1
16,25,21,39,42,53,77,78,77,79,78,77,62,56,49,42,26,17,18,10,8,5,2,1,0,1,0,0,0,0
14,14,23,28,47,65,71,77,80,73,78,74,74,60,42,37,38,22,15,11,12,9,4,3,0,0,0,0,0,1
12,17,27,24,40,51,64,64,77,75,74,76,69,65,47,46,41,24,18,11,21,12,3,2,1,2,2,1,0,1
8,5,18,23,37,33,48,57,60,62,75,71,70,65,58,64,47,43,35,24,19,14,10,3,7,1,3,2,4,0
7,8,9,12,17,19,31,45,52,52,69,66,71,79,73,74,66,56,53,36,41,31,17,13,12,8,3,3,0,0
2,6,12,11,18,19,30,30,49,54,58,72,76,77,74,70,63,62,55,41,34,31,17,15,10,7,3,2,2,1
2,6,5,12,8,16,17,34,36,57,58,60,76,79,84,78,73,55,46,47,30,25,23,11,8,6,8,2,2,0
1,1,1,8,12,16,20,21,44,44,66,64,77,73,76,84,80,74,60,47,43,35,23,24,14,9,9,0,3,5
2,4,2,11,7,15,24,29,44,51,56,61,69,74,77,78,69,65,52,54,31,28,25,17,11,12,8,5,2,4
1,1,3,7,5,10,21,28,40,35,59,46,63,64,72,75,82,57,66,58,54,49,39,23,22,15,14,5,2,3
0,1,4,7,6,11,17,17,28,36,37,51,54,55,63,72,75,73,65,62,52,48,43,36,28,22,10,7,2,4
1,1,5,1,6,9,8,18,21,26,31,42,49,55,70,63,71,83,64,66,61,67,59,37,30,31,21,11,14,7
1,1,0,3,5,6,6,15,18,29,26,27,42,52,62,65,70,72,69,70,68,61,49,42,33,35,23,17,10,9
0,0,1,0,4,8,8,8,14,17,21,23,36,45,63,69,76,70,72,69,75,64,68,46,43,31,24,16,11,7
1,0,1,0,2,5,1,8,7,17,19,32,42,42,52,60,72,66,79,75,71,67,62,53,47,29,33,21,10,2
0,0,0,1,1,0,6,5,10,18,19,25,25,38,49,55,67,79,79,81,81,67,54,51,40,45,21,22,20,7
1,0,0,1,2,2,1,4,10,14,20,28,28,34,53,62,69,76,76,83,73,74,72,58,49,44,25,10,22,7
0,0,1,1,2,1,1,2,6,15,15,23,27,39,45,55,69,76,81,79,75,76,71,48,42,38,22,22,12,10
0,0,1,1,0,0,7,7,11,11,20,25,36,51,54,62,59,74,86,79,80,72,55,54,53,45,24,19,11,11
0,0,0,1,0,1,1,5,9,14,18,18,37,42,50,67,66,80,83,78,69,72,65,57,46,30,27,18,16,7
0,0,0,0,1,3,4,6,11,10,18,21,37,45,43,64,71,67,77,74,72,70,59,50,44,30,32,27,14,9
0,0,1,1,3,1,7,3,19,16,25,29,40,40,56,76,66,78,67,71,66,68,57,53,41,39,19,12,9,14
1,1,2,2,5,4,4,5,15,12,29,26,42,47,47,58,72,72,77,70,81,75,54,63,48,47,22,21,11,4
0,0,0,3,5,6,11,16,17,17,27,27,39,41,52,64,75,75,73,72,68,62,69,44,30,29,25,11,10,7
1,1,1,3,8,6,10,11,24,25,27,38,42,65,65,72,68,66,77,74,67,50,44,44,29,29,22,6,14,6
0,3,2,8,8,9,18,18,34,33,44,50,54,59,65,68,75,66,70,61,55,48,42,39,25,22,9,6,8,11
2,1,4,6,11,10,18,29,32,40,57,50,69,70,78,79,67,63,63,59,56,46,23,23,22,14,4,9,5,5
0,4,4,8,9,11,20,29,25,43,51,64,75,70,71,70,74,70,63,51,44,44,34,28,17,16,8,4,3,1
0,1,0,6,8,14,26,32,42,45,47,62,68,83,81,76,70,65,54,49,40,26,21,16,10,9,5,2,5,0
1,5,6,5,18,20,21,31,44,44,59,64,78,72,74,82,75,66,57,55,47,33,28,13,4,3,2,3,1,1
4,2,7,12,17,14,15,43,45,61,65,67,65,75,84,73,72,62,49,43,38,25,25,23,10,8,5,3,3,0
6,6,8,11,17,22,23,35,50,57,71,74,68,80,73,61,70,61,40,36,29,24,18,12,12,3,1,1,0,2
8,10,15,26,26,29,47,51,63,61,72,62,69,71,62,59,55,44,41,25,25,14,14,4,1,4,2,0,0,1
15,22,28,39,45,47,63,62,71,85,72,72,66,60,61,52,38,35,30,15,11,11,1,7,3,3,0,0,0,0
13,24,31,32,52,58,63,67,76,83,75,74,66,61,45,38,29,26,17,15,11,7,2,3,0,0,0,0,0,0
18,22,21,43,48,53,69,80,77,76,79,76,73,55,44,34,29,28,23,12,6,1,6,1,0,3,0,0,0,0
15,24,31,43,48,54,49,72,79,85,75,69,63,54,47,43,38,23,18,10,9,4,2,1,0,0,1,0,0,1
16,24,33,38,56,64,66,72,74,74,78,74,65,60,43,46,30,19,25,10,7,2,3,1,2,0,0,2,0,0
15,18,25,23,60,65,65,78,81,77,74,79,78,62,47,31,30,32,25,15,8,6,4,6,0,1,1,0,0,0
19,18,24,37,34,48,73,77,76,76,78,71,69,62,53,44,35,18,11,11,9,2,2,0,1,0,1,0,0,0
16,24,35,45,49,54,65,70,79,81,89,79,59,65,50,46,35,19,21,15,9,0,3,0,0,3,1,0,0,0
17,23,26,31,38,57,68,71,80,88,78,57,71,64,57,39,30,29,11,12,6,4,4,6,2,1,1,0,0,0
12,25,34,27,50,56,58,78,80,78,79,78,64,52,56,29,25,19,8,10,6,4,2,4,1,0,1,0,0,0
15,29,28,38,51,54,66,76,79,79,85,70,58,58,54,37,30,27,19,14,3,2,1,1,1,0,1,0,0,0
13,24,28,32,45,57,67,72,79,79,82,76,62,59,49,38,31,21,18,7,5,3,5,2,0,1,0,1,0,0
7,22,39,37,43,52,56,72,73,86,78,77,73,59,52,37,30,17,13,12,7,8,4,3,3,1,1,0,0,0
14,22,32,32,47,56,59,77,79,84,81,75,65,58,52,46,35,26,15,12,9,4,0,3,1,0,0,0,0,0
18,27,33,43,45,50,64,66,80,82,85,75,67,54,48,35,27,16,20,9,9,4,3,1,2,1,1,0,0,0
22,29,32,35,49,62,64,68,77,86,79,75,76,58,46,33,29,18,13,14,7,5,2,1,1,0,1,0,0,0
12,21,33,44,55,63,66,70,84,74,76,75,77,68,39,40,29,25,15,8,11,3,1,2,1,0,1,2,0,0
7,22,30,33,43,56,71,74,83,78,83,69,74,61,51,37,26,29,21,14,3,2,6,2,1,0,0,0,1,0
9,29,27,41,53,54,64,74,81,81,78,75,67,58,47,43,32,19,12,15,9,6,3,3,0,0,1,0,0,0
24,21,20,31,37,58,57,65,67,72,77,70,67,63,65,43,31,31,17,14,8,6,2,2,2,1,1,0,2,0
14,16,34,27,45,55,64,65,78,74,76,71,64,61,58,51,46,28,24,25,19,6,8,10,2,0,2,1,0,0
10,16,10,19,29,38,44,51,64,68,70,74,61,62,70,61,49,50,30,25,17,18,16,8,6,6,5,3,0,1
6,5,12,18,15,24,37,39,54,56,64,66,70,75,78,73,60,60,51,34,41,23,25,14,8,4,5,1,1,0
1,4,12,9,11,18,21,36,39,41,62,70,70,76,75,73,78,73,53,50,25,34,21,17,11,5,2,3,4,0
3,7,2,4,8,20,20,36,42,46,61,60,69,77,78,83,64,62,51,56,35,33,30,18,11,8,4,3,0,0
2,2,5,5,12,20,26,29,39,49,61,68,65,71,84,75,75,72,56,50,42,30,26,14,13,6,7,0,2,2
1,0,4,5,14,12,21,30,34,43,53,68,78,72,81,77,70,76,61,47,41,32,23,24,13,7,6,4,0,0
0,3,4,7,8,10,16,27,29,31,50,53,66,68,73,70,73,62,64,60,50,35,36,24,17,15,12,10,2,4
0,1,3,6,6,19,18,20,32,37,43,45,53,60,66,69,77,69,71,61,58,48,42,27,25,16,11,13,10,10
2,1,4,2,7,8,8,21,23,22,34,40,46,58,60,68,69,72,64,66,60,53,50,42,36,21,26,7,13,7
0,2,3,4,2,7,15,11,15,27,27,37,42,54,50,65,67,69,63,69,67,58,62,44,36,32,22,16,13,6
0,0,4,0,2,5,7,8,14,14,21,32,33,46,50,64,68,74,76,79,65,70,67,57,34,29,25,24,12,6
0,0,1,6,1,5,3,8,8,15,25,33,35,39,62,56,60,77,76,77,75,82,51,49,46,36,31,19,23,8
0,0,0,1,0,4,6,7,9,7,19,23,39,39,46,62,67,74,76,74,73,68,57,55,52,34,28,30,14,11
0,0,2,2,0,1,0,7,15,12,18,23,43,45,50,57,62,81,84,77,80,73,59,54,38,38,31,17,20,6
0,0,0,3,3,3,6,4,14,9,12,14,31,38,50,66,81,72,73,75,78,76,73,56,44,38,28,20,13,7
0,0,0,0,3,1,3,7,12,10,10,29,35,34,47,62,68,76,83,76,75,76,57,52,39,39,16,19,20,9
0,2,0,1,1,3,6,9,8,9,23,20,33,44,58,63,72,76,74,75,79,75,67,63,47,44,32,22,14,10
1,0,1,0,0,0,3,5,10,7,21,29,41,49,58,59,67,76,70,84,78,75,64,51,52,33,24,28,21,5
1,0,1,1,4,4,4,4,11,8,29,27,30,32,59,58,75,73,67,81,76,72,60,58,47,31,27,20,16,10
2,1,0,2,3,8,9,7,8,12,25,30,41,42,63,59,71,67,75,79,69,64,65,53,43,26,28,25,21,12
1,1,0,2,2,3,2,12,11,23,22,30,41,55,51,67,66,77,73,69,77,63,53,51,43,30,21,16,12,9
0,2,2,2,5,7,8,14,17,24,34,46,45,65,61,65,77,63,72,67,59,48,43,42,39,33,18,20,8,7
0,0,3,2,7,11,12,17,16,34,33,40,62,62,59,68,67,68,64,56,57,50,29,37,26,19,16,17,6,5
1,0,4,6,5,10,19,21,29,46,54,56,58,65,75,75,78,64,60,52,47,42,32,32,21,11,11,8,2,5
4,2,4,9,14,14,19,27,33,46,59,63,67,79,77,78,73,67,63,51,44,40,26,20,10,6,5,5,5,0
1,1,6,8,8,17,23,34,43,45,57,65,64,75,75,78,76,65,46,45,46,29,17,8,13,6,12,0,4,1
3,1,6,6,9,12,27,34,37,51,67,69,77,72,83,78,67,58,58,55,41,40,25,16,7,9,5,3,1,0
2,3,8,9,12,13,28,30,43,55,62,76,73,73,80,76,75,65,51,48,36,28,18,11,11,11,7,3,0,1
7,14,10,11,14,22,23,34,52,60,57,70,68,69,76,72,62,58,46,34,29,26,18,20,6,7,4,1,2,0
8,11,17,20,27,35,56,45,66,67,66,73,69,68,64,63,52,48,36,32,20,16,15,8,7,3,1,1,0,0
20,25,19,35,37,52,63,66,69,77,81,75,73,70,61,57,36,25,20,14,13,16,10,4,8,3,0,1,0,0
17,27,26,35,47,63,59,71,80,78,75,57,64,60,50,47,30,19,19,14,8,6,6,2,5,0,0,0,0,0
10,24,28,44,55,61,66,82,77,75,76,77,72,59,46,50,29,25,12,17,6,4,6,2,0,5,1,0,0,0
16,26,33,32,54,58,68,71,83,82,78,83,66,58,56,37,39,21,10,12,5,4,2,0,2,0,1,0,0,0
16,31,25,45,50,51,66,79,82,78,71,67,57,61,47,40,30,23,16,14,9,6,2,2,1,1,0,1,0,0
18,20,32,33,44,53,59,71,83,79,74,66,73,66,60,44,26,23,18,5,8,4,1,2,1,0,0,0,0,0
10,25,22,38,51,47,75,70,80,84,77,73,63,54,53,35,33,17,19,13,7,1,4,1,2,0,1,0,0,0
16,19,31,37,51,57,62,65,78,72,77,74,66,58,49,30,36,24,27,11,9,3,3,0,3,0,1,1,0,0
17,28,32,44,45,53,66,67,78,82,77,74,72,54,51,39,28,27,16,11,7,8,3,0,1,3,0,0,0,0
24,25,25,40,52,61,68,81,77,84,74,77,53,72,42,46,33,23,16,10,5,7,1,1,1,1,0,1,0,0
13,26,28,36,46,61,61,82,78,84,82,73,62,66,51,33,37,29,19,15,6,4,1,1,1,1,0,0,0,0
12,24,25,42,49,57,67,71,70,84,76,75,63,53,40,30,28,22,15,12,10,3,7,4,2,0,0,1,0,0
17,17,33,37,51,38,72,76,83,74,75,80,66,53,41,42,30,18,14,7,3,5,5,2,0,1,0,0,1,0
16,25,30,42,41,59,64,73,84,76,74,79,68,63,51,37,25,26,20,11,5,9,6,5,1,0,0,1,0,0
17,22,31,42,42,53,68,74,78,81,76,72,68,62,53,48,37,25,19,13,12,4,4,1,1,0,0,0,0,0
13,27,35,30,45,63,62,71,82,86,82,84,72,52,49,38,35,20,21,11,4,3,5,3,2,0,1,0,1,0
23,23,34,40,44,58,65,71,78,72,71,69,73,59,47,29,35,25,16,9,5,5,5,1,1,1,0,0,0,0
13,26,25,41,48,60,63,75,72,81,73,68,72,65,52,39,37,21,20,9,5,5,4,3,1,0,0,0,0,0
14,20,32,40,51,61,63,69,72,82,78,84,68,60,44,34,29,23,15,16,7,1,1,1,0,0,1,0,0,0
17,25,20,36,54,59,63,76,66,78,78,73,68,57,48,43,30,23,21,17,9,5,3,5,2,0,1,0,0,0
18,17,27,30,45,48,61,71,82,69,69,72,79,68,66,51,43,27,26,18,14,10,7,5,2,2,1,0,0,0
8,10,7,26,27,36,44,42,58,60,61,79,63,59,65,64,56,43,43,34,27,16,15,5,4,7,2,3,1,1
7,7,8,17,14,27,36,50,46,58,57,78,79,76,76,70,66,54,45,36,30,27,24,14,11,7,1,0,1,0
0,1,9,6,10,15,29,31,52,59,63,64,73,82,82,76,66,66,60,42,34,29,16,11,16,3,4,2,1,1
2,5,0,10,14,16,17,38,47,51,61,60,74,73,83,79,75,55,59,39,42,31,18,16,7,7,6,2,0,0
6,3,2,11,16,18,18,33,31,51,50,64,74,76,74,82,72,70,53,49,38,26,27,18,12,3,6,3,2,1
1,2,2,6,6,12,20,26,39,43,58,65,60,72,82,82,72,77,60,54,35,38,29,27,17,8,4,6,2,0
0,2,6,3,12,14,17,22,44,47,58,60,62,71,67,84,63,64,65,58,45,37,26,25,23,18,11,11,8,4
2,2,3,8,3,10,15,13,15,37,29,51,50,61,66,62,71,68,65,61,51,31,44,35,21,14,11,11,8,4
0,0,3,5,4,3,16,11,20,34,27,41,50,49,62,63,71,77,67,71,68,53,50,42,39,31,17,18,9,8
0,1,1,3,2,6,9,11,11,22,33,33,40,62,46,59,72,75,79,71,72,65,52,56,32,37,25,10,15,13
1,0,0,1,2,5,4,6,14,18,17,26,36,41,65,56,68,63,74,73,67,63,58,52,45,29,25,14,16,17
0,1,0,0,3,4,6,7,6,15,13,34,32,41,51,65,65,74,69,86,73,60,69,55,44,36,21,22,15,9
0,0,1,2,0,0,2,9,17,10,16,25,27,38,43,59,63,80,73,79,71,68,70,61,41,37,31,17,16,11
0,1,1,0,3,1,5,6,9,13,15,23,40,37,45,66,68,75,79,79,71,76,57,52,39,39,31,13,12,11
0,1,0,0,2,1,1,8,12,14,16,25,35,39,58,59,72,67,72,79,74,71,60,60,49,35,27,25,16,9
0,0,0,2,2,1,6,3,7,14,24,20,30,46,53,57,54,71,71,84,85,74,67,63,47,44,38,19,11,18
0,0,0,0,3,1,6,5,12,11,21,27,27,30,47,44,75,74,77,78,74,71,64,50,50,38,32,15,13,9
0,0,0,2,2,1,5,8,8,18,17,28,27,35,54,61,67,73,81,72,81,76,59,55,49,42,27,19,15,14
0,0,1,3,2,3,7,5,11,15,25,26,34,49,65,66,63,70,82,71,73,70,71,57,42,31,27,24,14,5
0,1,0,1,1,2,6,7,17,17,26,29,38,35,54,66,63,75,68,78,72,62,59,45,39,29,23,17,11,9
0,1,2,2,4,7,6,10,19,23,25,29,36,54,51,63,60,72,77,82,67,61,56,52,42,32,28,23,16,6
3,3,1,3,2,8,12,11,17,23,25,46,57,55,63,70,62,71,69,70,70,66,50,40,37,25,17,12,11,7
0,1,2,4,6,8,16,17,26,26,39,45,50,60,61,76,81,63,70,57,57,42,43,34,30,26,19,11,10,6
0,1,3,5,10,13,15,25,31,41,45,64,68,66,71,80,77,67,63,50,56,39,31,21,19,21,10,6,3,4
1,3,4,10,8,15,17,24,35,43,56,59,66,71,78,77,79,62,51,60,43,34,32,28,16,8,7,4,3,2
2,4,3,7,13,25,25,24,29,48,62,65,64,68,82,78,76,65,61,42,40,30,20,14,12,7,7,3,1,2
2,4,3,8,11,19,21,28,40,42,51,57,70,82,78,76,76,67,55,51,35,26,23,13,10,7,7,7,0,2
2,3,9,11,13,20,19,30,27,48,60,66,76,77,80,71,77,62,52,55,46,31,21,14,12,14,2,4,2,2
3,5,6,11,17,25,36,36,51,47,62,70,77,79,67,66,66,59,50,45,33,25,14,19,8,6,2,4,0,1
8,9,17,16,26,33,41,58,54,73,67,79,73,72,58,66,48,51,51,34,31,19,10,13,12,5,3,1,1,0
12,16,24,35,50,49,50,61,69,80,73,72,68,72,64,47,45,31,25,16,16,8,12,9,6,6,2,0,0,0
11,26,30,34,44,64,55,73,81,81,76,72,63,60,47,37,35,19,24,18,8,6,4,3,2,1,1,0,1,0
12,19,38,37,50,49,60,76,76,81,81,82,66,55,50,42,36,23,16,15,11,10,1,2,0,1,0,0,0,0
9,29,24,38,50,54,61,74,82,75,80,67,76,64,41,46,28,24,15,18,9,4,0,3,0,1,1,0,1,0
18,22,26,42,46,52,61,79,79,81,78,74,63,67,48,40,34,15,17,13,3,7,3,2,1,1,0,0,0,0
17,20,29,40,48,62,66,66,77,75,75,79,69,53,41,39,35,26,26,11,3,3,3,0,2,1,0,0,0,0
16,23,23,46,45,60,71,70,80,75,76,72,62,57,45,33,30,25,20,12,10,3,8,1,0,1,0,0,0,0
19,18,29,30,42,57,58,77,83,77,72,72,69,59,48,42,23,14,17,13,9,3,3,0,2,1,0,0,0,0
17,28,26,43,42,51,69,74,75,85,80,74,70,60,46,29,35,24,17,8,10,3,0,1,3,1,0,0,0,0
21,20,32,40,44,63,69,76,71,77,74,78,71,61,49,34,26,23,21,11,6,6,3,2,1,0,2,0,0,1
12,24,29,34,50,59,73,76,75,77,76,73,69,67,53,42,31,22,16,9,10,6,3,2,0,0,0,0,1,0
17,29,29,45,51,51,68,71,61,79,82,78,62,57,48,37,28,31,28,15,6,7,2,0,0,1,0,0,0,0
16,23,22,37,44,57,69,74,75,75,83,73,70,52,54,40,32,29,23,15,11,3,3,4,0,2,0,0,0,0
16,20,35,34,46,59,61,76,75,76,76,69,62,59,49,34,27,28,20,7,7,8,4,0,1,0,0,0,0,0
16,21,29,38,53,67,64,68,80,86,83,70,64,51,47,43,31,31,14,12,15,8,3,1,0,2,1,0,0,0
20,24,39,36,44,57,61,65,76,80,77,75,65,60,59,37,26,25,16,14,11,3,4,1,0,2,2,0,0,0
9,24,29,36,55,55,63,69,72,73,76,74,65,63,40,36,33,22,11,13,7,3,4,0,1,0,0,0,0,0
9,18,32,43,54,51,71,77,86,82,79,76,59,73,39,40,32,23,16,13,5,6,2,2,1,0,1,0,0,0
16,19,29,46,45,54,61,79,74,83,73,79,60,61,55,47,32,28,14,15,8,6,8,2,0,0,0,0,0,0
14,19,32,41,50,63,64,71,75,83,77,74,72,67,49,40,42,18,20,19,10,9,2,0,1,1,0,1,0,0
13,14,17,31,29,42,59,65,71,74,68,71,73,65,51,46,48,31,29,22,11,3,10,6,4,2,0,1,1,2
10,13,13,17,29,31,44,37,57,66,71,68,66,76,64,52,51,48,43,40,15,16,10,4,5,7,5,1,0,0
5,13,11,12,18,25,24,37,45,54,65,71,78,65,77,74,77,54,62,48,32,29,19,14,12,6,6,2,4,1
5,4,5,11,16,23,29,40,35,54,66,64,76,76,71,76,72,54,59,50,34,24,23,7,14,6,5,1,4,2
0,5,3,6,16,15,21,36,36,48,52,63,76,83,88,71,75,75,55,44,42,28,27,13,10,5,3,0,1,2
1,3,3,5,6,14,22,31,47,40,47,66,65,81,85,74,71,63,63,51,33,27,33,19,17,8,4,2,2,0
0,1,2,7,10,22,27,22,45,41,58,54,74,71,79,76,73,68,64,51,30,30,30,21,21,9,8,6,5,0
2,4,2,6,4,11,20,21,35,36,45,54,67,65,79,72,77,70,64,52,47,43,40,28,22,12,8,7,5,4
4,1,0,1,3,9,14,17,19,33,39,39,55,68,62,74,84,67,62,69,60,38,39,38,29,18,15,10,11,7
1,3,2,2,8,8,10,11,20,21,32,40,53,53,66,68,63,66,69,79,47,54,52,58,32,29,17,15,15,5
1,1,1,1,5,6,11,8,17,24,24,39,45,47,62,62,64,73,75,75,64,68,49,45,43,31,25,22,12,10
0,1,3,0,3,2,3,5,8,14,24,22,32,51,60,65,70,75,73,74,72,61,49,51,44,32,22,24,12,6
0,0,0,4,1,3,3,12,6,18,22,21,43,32,60,57,61,68,80,78,74,70,59,62,41,32,30,25,14,7
0,0,0,0,1,2,7,2,11,8,17,34,34,47,51,56,52,68,79,74,87,69,61,50,52,39,30,21,13,9
0,0,0,3,1,1,4,5,11,11,17,21,32,38,48,60,77,74,81,74,72,70,51,55,56,47,24,17,12,9
0,0,0,3,2,3,5,2,9,10,31,19,32,48,50,62,68,71,81,80,75,71,70,64,45,48,32,26,12,9
0,0,0,1,1,2,3,3,7,13,12,27,33,37,43,55,77,74,84,69,74,72,66,63,51,39,37,19,17,11
0,0,1,2,1,2,2,10,10,11,17,27,42,48,44,63,65,72,77,75,70,68,71,55,50,30,30,22,13,13
0,1,1,1,0,1,2,11,13,15,20,25,30,43,44,67,64,73,81,78,66,67,57,54,56,33,24,19,17,10
0,0,1,2,1,1,5,2,14,15,11,29,32,47,49,65,69,66,77,73,80,69,53,47,52,39,30,23,12,10
1,0,0,2,2,2,1,12,9,15,17,22,38,39,51,48,74,77,83,69,70,68,61,50,46,26,25,21,9,7
0,0,1,5,3,7,10,11,12,15,26,35,46,58,65,66,64,72,71,74,74,65,63,48,45,26,29,19,10,7
0,1,1,3,8,9,15,11,21,30,35,34,42,48,59,65,69,75,77,72,61,60,42,44,31,30,20,12,15,3
1,1,4,3,6,17,15,20,21,28,36,39,61,60,62,69,72,66,72,61,60,46,40,33,25,20,14,12,6,4
3,7,4,4,7,5,20,23,26,29,37,71,67,70,74,73,73,73,57,61,46,45,36,17,21,16,10,9,7,5
0,4,6,8,8,20,21,23,40,38,50,65,68,78,76,77,71,79,59,55,44,41,24,13,5,8,5,7,1,4
2,1,5,8,12,17,31,33,39,50,57,65,72,74,84,80,75,69,65,61,41,34,22,12,16,10,7,3,4,0
4,2,1,6,10,16,31,19,36,44,57,69,69,80,88,83,70,73,59,46,39,24,22,11,10,9,3,4,4,0
2,3,8,5,14,20,30,29,48,47,59,68,67,80,82,72,74,66,58,41,32,25,18,13,5,7,6,1,3,0
6,5,10,7,18,18,32,37,49,43,63,65,70,73,76,74,55,65,62,51,40,31,13,10,6,13,4,7,1,2
5,14,12,26,29,34,39,49,53,50,63,73,75,68,74,62,54,48,34,35,27,18,9,11,4,4,6,1,1,0
13,16,22,34,39,47,47,61,69,75,67,70,73,60,56,44,54,34,29,21,9,8,9,7,2,1,1,1,0,0
